# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_exon_loss_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_canonical_start_codon	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
Bo2g051350.1_exon_1	GENE_Bo2g051350.1_exon_1	transcript:Bo2g051350.1	protein_coding	0	2	0	410	0	0	0	0	149	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	2	240
Bo2g061320.1_exon_1	GENE_Bo2g061320.1_exon_1	transcript:Bo2g061320.1	protein_coding	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25
Bo2g062650.1_exon_7	GENE_Bo2g062650.1_exon_7	transcript:Bo2g062650.1	protein_coding	3	1	5	305	0	0	1	0	188	0	1	0	9	5	0	0	0	1	0	2	0	1	0	0	0	110
Bo2g108720.1_exon_1	GENE_Bo2g108720.1_exon_1	transcript:Bo2g108720.1	protein_coding	0	0	1	198	0	0	0	0	135	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	61
Bo2g121020.1_exon_7	GENE_Bo2g121020.1_exon_7	transcript:Bo2g121020.1	protein_coding	0	2	6	222	0	0	0	0	98	0	0	0	14	6	0	0	0	0	0	1	0	0	0	0	1	111
Bo2g161210.1_exon_8	GENE_Bo2g161210.1_exon_8	transcript:Bo2g161210.1	protein_coding	0	4	2	270	0	0	0	0	107	0	0	0	57	2	0	0	0	0	0	2	0	0	0	0	2	108
Bo2g161210.1_exon_8	GENE_Bo2g161210.1_exon_8	transcript:Bo2g161210.1	protein_coding	0	4	2	270	0	0	0	0	107	0	0	0	57	2	0	0	0	0	0	2	0	0	0	0	2	108
Bo2g161210.1_exon_8	GENE_Bo2g161210.1_exon_8	transcript:Bo2g161210.1	protein_coding	0	4	2	270	0	0	0	0	107	0	0	0	57	2	0	0	0	0	0	2	0	0	0	0	2	108
Bo2g161690.1_exon_1	GENE_Bo2g161690.1_exon_1	transcript:Bo2g161690.1	protein_coding	0	2	0	130	0	0	0	0	80	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	2	44
Bo2g164130.1_exon_2	GENE_Bo2g164130.1_exon_2	transcript:Bo2g164130.1	protein_coding	0	2	7	190	0	0	0	0	21	0	0	0	33	7	0	0	0	0	0	0	0	0	0	0	2	136
Bo3g005470.1_exon_7	GENE_Bo3g005470.1_exon_7	transcript:Bo3g005470.1	protein_coding	0	3	3	209	0	0	0	0	83	0	0	0	70	3	0	0	0	0	0	0	0	0	0	0	3	56
Bo3g005470.1_exon_7	GENE_Bo3g005470.1_exon_7	transcript:Bo3g005470.1	protein_coding	0	3	3	209	0	0	0	0	83	0	0	0	70	3	0	0	0	0	0	0	0	0	0	0	3	56
Bo3g012730.1_exon_6	GENE_Bo3g012730.1_exon_6	transcript:Bo3g012730.1	protein_coding	0	3	6	232	0	0	0	0	87	0	0	0	8	6	0	0	0	0	0	0	0	0	0	0	3	137
Bo3g019340.1_exon_1	GENE_Bo3g019340.1_exon_1	transcript:Bo3g019340.1	protein_coding	2	20	14	257	0	0	0	0	50	0	2	0	17	14	0	0	0	0	0	0	0	0	0	0	20	190
Bo3g019340.1_exon_1	GENE_Bo3g019340.1_exon_1	transcript:Bo3g019340.1	protein_coding	2	20	14	257	0	0	0	0	50	0	2	0	17	14	0	0	0	0	0	0	0	0	0	0	20	190
Bo3g024250.1_exon_1	GENE_Bo3g024250.1_exon_1	transcript:Bo3g024250.1	protein_coding	0	0	2	126	0	0	0	0	41	0	0	0	29	2	0	0	0	0	0	0	0	0	0	0	0	56
Bo3g024250.1_exon_1	GENE_Bo3g024250.1_exon_1	transcript:Bo3g024250.1	protein_coding	0	0	2	126	0	0	0	0	41	0	0	0	29	2	0	0	0	0	0	0	0	0	0	0	0	56
Bo3g024250.1_exon_1	GENE_Bo3g024250.1_exon_1	transcript:Bo3g024250.1	protein_coding	0	0	2	126	0	0	0	0	41	0	0	0	29	2	0	0	0	0	0	0	0	0	0	0	0	56
Bo3g024250.1_exon_1	GENE_Bo3g024250.1_exon_1	transcript:Bo3g024250.1	protein_coding	0	0	2	126	0	0	0	0	41	0	0	0	29	2	0	0	0	0	0	0	0	0	0	0	0	56
Bo3g027460.1_exon_1	GENE_Bo3g027460.1_exon_1	transcript:Bo3g027460.1	protein_coding	0	0	0	28	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26
Bo3g038880.1_exon_7	GENE_Bo3g038880.1_exon_7	transcript:Bo3g038880.1	protein_coding	0	4	5	291	0	0	0	0	135	0	0	0	15	5	0	0	0	0	0	2	0	0	0	0	2	143
Bo3g040460.1_exon_4	GENE_Bo3g040460.1_exon_4	transcript:Bo3g040460.1	protein_coding	0	6	4	568	0	0	0	0	185	0	0	0	202	4	0	0	0	0	0	2	0	0	0	0	4	183
Bo3g055600.1_exon_1	GENE_Bo3g055600.1_exon_1	transcript:Bo3g055600.1	protein_coding	0	0	2	180	0	0	0	0	72	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	108
Bo3g068620.1_exon_1	GENE_Bo3g068620.1_exon_1	transcript:Bo3g068620.1	protein_coding	0	23	7	18	0	0	0	0	0	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	23	17
Bo3g107650.1_exon_1	GENE_Bo3g107650.1_exon_1	transcript:Bo3g107650.1	protein_coding	0	0	0	69	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27
Bo3g109270.1_exon_3	GENE_Bo3g109270.1_exon_3	transcript:Bo3g109270.1	protein_coding	0	2	3	105	0	0	0	0	13	0	0	0	22	3	0	0	0	0	0	0	0	0	0	0	2	70
Bo3g138550.1_exon_1	GENE_Bo3g138550.1_exon_1	transcript:Bo3g138550.1	protein_coding	0	0	0	11	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
Bo3g150050.1_exon_1	GENE_Bo3g150050.1_exon_1	transcript:Bo3g150050.1	protein_coding	0	1	2	157	1	0	0	0	104	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	51
Bo3g156810.1_exon_1	GENE_Bo3g156810.1_exon_1	transcript:Bo3g156810.1	protein_coding	0	0	2	120	0	0	0	0	63	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	57
Bo3g156810.1_exon_1	GENE_Bo3g156810.1_exon_1	transcript:Bo3g156810.1	protein_coding	0	0	2	120	0	0	0	0	63	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	57
Bo4g024850.1_exon_7	GENE_Bo4g024850.1_exon_7	transcript:Bo4g024850.1	protein_coding	0	4	1	337	0	0	0	0	208	0	0	0	19	1	0	0	0	0	0	1	0	0	0	0	3	111
Bo4g042390.1_exon_2	GENE_Bo4g042390.1_exon_2	transcript:Bo4g042390.1	protein_coding	1	2	2	105	0	0	0	0	63	0	1	0	1	2	0	0	0	0	0	1	0	0	0	0	1	42
Bo4g061100.1_exon_1	GENE_Bo4g061100.1_exon_1	transcript:Bo4g061100.1	protein_coding	1	12	12	290	0	0	0	0	75	0	1	0	104	12	0	0	0	0	0	3	0	0	0	0	9	114
Bo4g061100.1_exon_1	GENE_Bo4g061100.1_exon_1	transcript:Bo4g061100.1	protein_coding	1	12	12	290	0	0	0	0	75	0	1	0	104	12	0	0	0	0	0	3	0	0	0	0	9	114
Bo4g074330.1_exon_4	GENE_Bo4g074330.1_exon_4	transcript:Bo4g074330.1	protein_coding	0	0	0	90	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53
Bo4g149800.1_exon_1	GENE_Bo4g149800.1_exon_1	transcript:Bo4g149800.1	protein_coding	1	6	3	297	0	0	0	0	112	0	0	0	29	3	0	0	0	0	1	5	0	0	0	0	2	161
Bo4g159930.1_exon_1	GENE_Bo4g159930.1_exon_1	transcript:Bo4g159930.1	protein_coding	2	16	28	299	1	1	0	6	101	0	2	0	30	20	0	0	0	0	0	1	0	0	0	0	15	169
Bo4g164740.1_exon_1	GENE_Bo4g164740.1_exon_1	transcript:Bo4g164740.1	protein_coding	0	0	1	130	0	0	0	0	60	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	67
Bo4g164740.1_exon_1	GENE_Bo4g164740.1_exon_1	transcript:Bo4g164740.1	protein_coding	0	0	1	130	0	0	0	0	60	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	67
Bo4g195720.1_exon_7	GENE_Bo4g195720.1_exon_7	transcript:Bo4g195720.1	protein_coding	0	1	0	112	0	0	0	0	46	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	64
Bo5g004560.1_exon_4	GENE_Bo5g004560.1_exon_4	transcript:Bo5g004560.1	protein_coding	1	17	9	221	0	2	0	0	99	0	0	0	53	7	0	0	0	0	1	0	0	0	0	0	17	70
Bo5g009980.1_exon_1	GENE_Bo5g009980.1_exon_1	transcript:Bo5g009980.1	protein_coding	4	7	3	173	0	0	0	0	80	0	4	0	3	3	0	0	0	0	0	0	0	0	0	0	7	90
Bo5g009990.1_exon_6	GENE_Bo5g009990.1_exon_6	transcript:Bo5g009990.1	protein_coding	0	43	11	271	0	0	0	0	121	0	0	0	19	11	0	0	0	0	0	2	0	0	0	0	42	132
Bo5g021060.1_exon_2	GENE_Bo5g021060.1_exon_2	transcript:Bo5g021060.1	protein_coding	0	2	2	326	0	0	0	0	114	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	2	207
Bo5g038860.1_exon_1	GENE_Bo5g038860.1_exon_1	transcript:Bo5g038860.1	protein_coding	0	3	0	100	0	0	0	0	6	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	3	85
Bo5g043120.1_exon_1	GENE_Bo5g043120.1_exon_1	transcript:Bo5g043120.1	protein_coding	0	1	0	179	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	128
Bo5g065610.1_exon_7	GENE_Bo5g065610.1_exon_7	transcript:Bo5g065610.1	protein_coding	0	0	0	81	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	77
Bo5g065750.1_exon_1	GENE_Bo5g065750.1_exon_1	transcript:Bo5g065750.1	protein_coding	0	1	2	86	0	0	0	0	58	0	0	0	4	2	0	0	0	0	0	1	0	0	0	0	0	25
Bo5g078770.1_exon_7	GENE_Bo5g078770.1_exon_7	transcript:Bo5g078770.1	protein_coding	7	9	8	323	0	0	0	0	201	0	5	0	17	8	0	0	0	0	1	4	0	2	0	1	5	109
Bo5g123510.1_exon_4	GENE_Bo5g123510.1_exon_4	transcript:Bo5g123510.1	protein_coding	0	4	2	9	0	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	4
Bo6g038300.1_exon_1	GENE_Bo6g038300.1_exon_1	transcript:Bo6g038300.1	protein_coding	7	11	29	253	0	0	0	1	127	0	5	0	88	29	0	0	0	0	1	9	0	2	0	0	8	42
Bo6g095760.1_exon_1	GENE_Bo6g095760.1_exon_1	transcript:Bo6g095760.1	protein_coding	0	0	0	149	0	0	0	0	44	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	84
Bo6g099320.1_exon_1	GENE_Bo6g099320.1_exon_1	transcript:Bo6g099320.1	protein_coding	0	1	3	172	0	0	0	0	80	0	0	0	38	3	0	0	0	0	0	0	0	0	0	0	1	54
Bo6g108600.1_exon_8	GENE_Bo6g108600.1_exon_8	transcript:Bo6g108600.1	protein_coding	0	8	8	322	0	0	0	0	152	0	0	0	55	8	0	0	0	0	0	1	0	0	0	0	7	116
Bo6g121240.1_exon_17	GENE_Bo6g121240.1_exon_17	transcript:Bo6g121240.1	protein_coding	0	6	6	116	0	0	0	0	51	0	0	0	15	6	0	0	0	0	0	0	0	0	0	0	6	50
Bo7g008400.1_exon_1	GENE_Bo7g008400.1_exon_1	transcript:Bo7g008400.1	protein_coding	0	13	8	396	0	0	0	0	204	0	0	0	13	8	0	0	0	0	0	1	0	0	0	0	12	180
Bo7g008410.1_exon_2	GENE_Bo7g008410.1_exon_2	transcript:Bo7g008410.1	protein_coding	4	100	46	219	0	0	0	0	66	0	4	0	28	46	0	0	0	0	0	1	0	0	0	0	99	126
Bo7g098190.1_exon_8	GENE_Bo7g098190.1_exon_8	transcript:Bo7g098190.1	protein_coding	1	7	5	322	0	0	0	0	152	0	1	0	76	5	0	0	0	0	0	1	1	0	0	0	6	95
Bo7g109590.1_exon_8	GENE_Bo7g109590.1_exon_8	transcript:Bo7g109590.1	protein_coding	0	6	2	257	0	0	1	0	85	0	0	0	49	1	0	0	0	0	0	1	0	0	0	0	5	124
Bo7g117660.1_exon_1	GENE_Bo7g117660.1_exon_1	transcript:Bo7g117660.1	protein_coding	0	2	2	61	0	0	0	0	13	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	48
Bo8g002920.1_exon_4	GENE_Bo8g002920.1_exon_4	transcript:Bo8g002920.1	protein_coding	0	0	0	134	0	0	0	0	37	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	93
Bo8g043460.1_exon_3	GENE_Bo8g043460.1_exon_3	transcript:Bo8g043460.1	protein_coding	0	0	1	104	0	0	0	0	91	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	13
Bo8g045980.1_exon_14	GENE_Bo8g045980.1_exon_14	transcript:Bo8g045980.1	protein_coding	1	3	1	254	0	0	0	0	82	0	0	0	7	1	0	0	0	1	0	3	0	0	0	0	0	169
Bo8g098940.1_exon_1	GENE_Bo8g098940.1_exon_1	transcript:Bo8g098940.1	protein_coding	2	12	20	260	2	1	2	1	145	0	2	0	26	14	0	0	0	0	0	4	0	0	0	0	11	90
Bo8g101000.1_exon_9	GENE_Bo8g101000.1_exon_9	transcript:Bo8g101000.1	protein_coding	0	0	0	69	0	0	0	0	31	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	37
Bo8g101580.1_exon_1	GENE_Bo8g101580.1_exon_1	transcript:Bo8g101580.1	protein_coding	0	4	2	142	0	0	1	0	89	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	4	48
Bo8g105980.1_exon_1	GENE_Bo8g105980.1_exon_1	transcript:Bo8g105980.1	protein_coding	0	0	0	21	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
Bo8g111060.1_exon_1	GENE_Bo8g111060.1_exon_1	transcript:Bo8g111060.1	protein_coding	0	2	0	135	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	133
Bo8g111070.1_exon_2	GENE_Bo8g111070.1_exon_2	transcript:Bo8g111070.1	protein_coding	0	0	0	18	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
Bo8g111080.1_exon_1	GENE_Bo8g111080.1_exon_1	transcript:Bo8g111080.1	protein_coding	0	0	0	20	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Bo9g014400.1_exon_8	GENE_Bo9g014400.1_exon_8	transcript:Bo9g014400.1	protein_coding	0	4	6	158	1	0	0	0	102	0	0	0	40	5	0	0	0	0	0	1	0	0	0	0	3	17
Bo9g098970.1_exon_1	GENE_Bo9g098970.1_exon_1	transcript:Bo9g098970.1	protein_coding	0	5	5	219	0	0	0	0	98	0	0	0	4	5	0	0	0	0	0	0	0	0	0	0	5	117
Bo9g139490.1_exon_2	GENE_Bo9g139490.1_exon_2	transcript:Bo9g139490.1	protein_coding	0	7	9	144	0	0	2	0	61	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	7	82
Bo9g159960.1_exon_1	GENE_Bo9g159960.1_exon_1	transcript:Bo9g159960.1	protein_coding	0	2	2	245	0	0	0	0	140	0	0	0	7	2	0	0	0	0	0	0	0	0	0	0	2	98
Bo9g163720.1_exon_1	GENE_Bo9g163720.1_exon_1	transcript:Bo9g163720.1	protein_coding	0	2	7	129	0	0	1	0	56	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	2	73
Bo9g163730.1_exon_1	GENE_Bo9g163730.1_exon_1	transcript:Bo9g163730.1	protein_coding	0	1	2	225	0	0	0	0	87	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	1	136
Bo9g173370.1_exon_1	GENE_Bo9g173370.1_exon_1	transcript:Bo9g173370.1	protein_coding	0	5	8	440	0	0	0	1	165	0	0	0	118	7	0	0	0	0	0	1	0	0	0	0	5	157
Bo9g173370.1_exon_1	GENE_Bo9g173370.1_exon_1	transcript:Bo9g173370.1	protein_coding	0	5	8	440	0	0	0	1	165	0	0	0	118	7	0	0	0	0	0	1	0	0	0	0	5	157
Bo9g173400.1_exon_1	GENE_Bo9g173400.1_exon_1	transcript:Bo9g173400.1	protein_coding	0	4	1	362	0	0	0	0	155	0	0	0	88	1	0	0	0	0	0	1	0	0	0	0	4	119
Bo9g181670.1_exon_1	GENE_Bo9g181670.1_exon_1	transcript:Bo9g181670.1	protein_coding	0	1	1	216	0	0	0	0	78	0	0	0	12	1	0	0	0	0	0	0	0	0	0	0	1	126
Bo9g183540.1_exon_1	GENE_Bo9g183540.1_exon_1	transcript:Bo9g183540.1	protein_coding	0	12	3	219	0	1	0	0	132	0	0	0	14	2	0	0	0	0	0	3	0	0	0	0	9	76
